jaanaa,जानाँ
aave,आवे
bewajah,बेवजह
chuur,चूर
mubaarak,मुबारिक
jalaavo,जलावो
dhobaniyaan,धोबनियां
puuchhuun,पूछूँ
jhuuleho,झूलेहो
bachaaya,बचाया
bachegaa,बचेगा
pyaara,प्यार
kaamon,कामों
andheri,अँधेरी
unheen,उन्हीं
chinthaa,चिंता
intkam,इंतकाम
posh,पोश
talim,तालीम
daaka,डाक
sooun,सोऊँ
vaach,वाच
antpan,अन्त्पन
chaale,छाले
thaamke,थामके
boond,बूँद
badnaami,बदनामी
dhaaga,धागा
badha,बड़ा
hadasa,हादसा
dahez,दहेज़
unsune,उनसुने
palo,पलों
saas,सास
taan,तां
kahalaayee,कहलायी
qurbaanagaah,क़ुर्बानगाह
ibaarat,इबारत
mane,मैने
gaaoon,गाऊँ
hi,हि
pehre,पहरे
milta,मिल्ता
jaaungaa,जाऊंगा
bichhaayiye,बिछाइये
maheshvar,महेश्वर
behate,बहते
meine,मैंने
parachhaai,परछाई
barsaye,बरसाए
dopahar,दोपहर
bete,बेटे
mange,माँगे
sir,सिर
royi,रोई
tumhin,तुम्हीं
batalaao,बतलाओ
mitaate,मिटाते
tumhaare,तुम्हारे
justaju,जूसतजू
maran,मरण
lubhaaye,लुभाए
bijliyan,बिजलियाँ
sard,सर्द
ganwaaraa,गवारा
jawaanii,जवानी
diijo,दीजो
naghmon,नग़्मों
mahajabeen,महजबीं
tumhey,तुम्हें
khincho,खींचो
ummed,उम्मीद
lahra,लहरा
tabeer,ताबीर
ilahabaadi,इलाहाबादी
padhaogi,पढ़ाओगी
sakaa,सका
ankhiya,अखियाँ
milaa,मिला
aajamaaye,आजमाये
diwaana,दिवाना
besudh,बेसुध
khil,खिल
bikhera,बिखेरा
kambaliyaa,कम्बलिया
aawara,आवारा
qadmon,क़दमों
kirnon,किरनों
kachche,कच्चे
maasha,माशा
nikalate,निकलते
jiitaa,जीता
che,चे
jakhmon,ज़ख्मों
juhi,जूही
gunaayaa,गुनाया
payal,पयल
hichaki,हिचकी
haan,हैं
hilela,हिलेला
aasamaani,आसमानी
maamala,मामला
charche,चर्चे
kehlata,कहलाता
agale,अगले
muskuraoo,मुस्कुराओ
toluun,तोलूं
aasmaanon,आसमानों
rahat,रहत
baithna,बैठना
jaykaar,जयकार
raa,रा
kisa,किस
khote,खोटे
baliya,बलिया
jalao,जलाओ
veerane,वीराने
khwab,क्वाब
kolon,कोलों
galiya,गलियाँ
tarasegaa,तरसेगा
darde,दर्दे
yani,यानी
angooti,अंगूठी
galiyaan,गलियां
gair,ग़ैर
ganga,गंगा
bulaakar,बुलाकर
jalaa,जला
jogiivaalaa,जोगीवाला
kasam,कसम
indar,इन्दर
adhuurii,अधूरी
sadaayein,सदाएँ
tujse,तुझसे
tadapaavat,तड़पावत
sulagaaye,सुलगाये
gahane,गहने
bdal,बदल
chhupati,छुपाती
jhumake,झूमके
jaaenge,जाएँगे
nazaraan,नज़रां
tohu,तोहू
kanvaaraa,कंवारा
wohi,वही
kholuungii,खोलूँगी
armaan,अरमान
asaan,असां
taabaan,ताबाँ
besur,बेसुर
raaket,राकेट
barasuun,बरसूं
fidha,फ़िदा
bundiyaan,बुंदियाँ
dikhne,दिखने
paher,पहर
izahar,इज़हार
motar,मोटर
paradaade,परदादे
jhuumatii,झूमती
waaye,वाए
tujhaa,तुझा
arab,अरब
nahaata,नहाता
dobaara,दोबारा
bhaagana,भागना
deewwaana,दीवाना
beeten,बीते
english,इंग्लीश
sohai,सोहै
vaat,वात
inka,इनका
luutegii,लूटेगी
naakon,नाकों
gaddiyaan,गद्दियाँ
jadhoo,जादू
manjale,मंजले
samajhen,समझें
raar,रार
apanee,अपने
lalchaaunga,ललचाऊँगा
sanpat,संपत
aandhiyaan,आन्धियाँ
hok,हूक
kharidoge,खरीदोगे
jhukaana,झुकाना
khilaane,खिलाने
baanhon,बाहों
samoyi,समोई
waalah,वाला
mastani,मसतानी
manzil,मंजिल
mitaati,मिटाती
mastiyaan,मस्तियां
varkar,वर्कर
padun,पड़ूं
hoi,होई
meheki,महकी
lalachaaen,ललचाएं
bharun,भरूँ
shiqaayat,शिक़ायत
jodenge,जोड़ेँगे
aabashaaron,आबशारों
kavvaali,कव्वाली
gehanaa,गहना
koyalon,कोयलों
duubegi,डूबेगी
mulaakaaton,मुलाकातों
dagmagane,डगमगाने
khaatii,खाती
nazarein,नज़रें
raavi,रावी
siyaabar,सियाबर
mushakil,मुश्किल
divaano,दीवानों
kela,केला
lahori,लाहोरी
shaarat,शारत
ruswaayeeyaan,रुसवाइयाँ
mujhumein,मुझमें
zalimana,ज़ालिमाना
bangla,बंगला
luut,लूट
sakoon,सकूँ
raajadulaara,राजदुलारा
khilen,खिले
katra,कतरा
vikramane,विक्रमने
bisra,बिसरा
tumhen,तुम्हें
saheliya,सहेलियाँ
churaye,चुराए
sitaaraa,सितारा
tehani,टेहनी
kisake,किसके
khaamoshiyaan,ख़ामोशियाँ
jaayiye,जाइये
diwaala,दीवाला
khayal,ख्याल
kartha,करता
tadapi,तड़पी
tasaviir,तसवीर
khizaayon,खिज़ायों
ha,ह
dilaake,दिलाके
naachuungii,नाचूँगी
mushkil,मुश्किल
paabandi,पाबंदी
uthne,उठने
bipad,बिपद
waley,वाले
malaka,मलका
rabbaa,रब्बा
divaalii,दिवाली
sirahaane,सरहाने
gayiin,गयीं
nikalenge,निकालेंगे
khushbuu,खुशबू
tadapaane,तड़पाने
gaanaa,गाना
rahim,रहीम
paaro,पारो
raamachandram,रामचंद्रम
taswirein,तस्वीरें
mukharji,मुकर्जी
hojaane,होजाने
jallaad,जल्लाद
sajaayuungi,सजाऊँगी
chalaae,चलाए
dastaan,दास्ताँ
gaurav,गौरव
chore,छोरे
mitanevaale,मिटनेवाले
tho,तो
chaayi,चाई
chhina,च्चिना
kataraana,कतराना
ulazan,उलझन
raniya,रानियाँ
khayalon,ख़यालों
kudiyon,कुड़ियों
nikhar,निखार
hazoom,हज़ूम
lautega,लौटेगा
andhiyaara,अंधियारा
milata,मिलाता
talab,तलब
andhi,अन्धी
ilaaj,इलाज़
janab,जनाब
miltee,मिलती
palkoon,पलकों
tika,टीका
jaauungii,जाऊँगी
sahab,साहब
papa,पापा
gyaata,ग्याता
charabi,चरबी
duuriyon,दूरियों
zameer,ज़मीर
nichodti,निचोड़ती
goonjata,गूंजता
in,इन
dhuayen,दुआएं
challon,छल्लों
sharaare,शरारे
barsaatein,बरसातें
padte,पड़ते
mataka,मटका
udne,उड़ने
mundher,मुँडेर
aha,आहा
rehgujar,रहगुजर
rangin,रंगीं
rachaae,रचाए
haqikat,हक़ीकत
matawaare,मतवारे
nazzaare,नज़्ज़ारे
angon,अँगों
jane,जान
dastoor,दस्तूर
fizaayein,फ़िज़ायें
masaaledaar,मसालेदार
sarat,सरत
saamaan,सामाँ
pyari,प्यारी
piidaa,पीड़ा
tanahaa,तनहा
kaampti,काँपती
nikal,निकल
lajaana,लजाना
bakul,बकुल
kud,कूद
baaraat,बारात
ute,उते
cha,छा
maamooli,मामूली
mazadoor,मज़दूर
ud,उड़
aazma,आज़मा
ganvaai,गँवाई
taal,ताल
payasaa,प्यासा
aashaayein,आशायें
javaana,जवान
bolana,बोलना
dayavan,दयावान
bulaata,बुलाता
rehana,रहना
bandal,बंडल
khile,खिलें
ubharegi,उभरेगी
pyar,पयार
maaren,मारें
chupaki,चुपकी
khulta,खिलता
jhulaao,झुलाओ
muskaraanaa,मुस्कराना
janwan,जनवान
bareeshon,बारिशों
khankegi,खनकेगी
karaate,कराते
bujhata,बुझता
pasinaa,पसीना
rutba,रुतबा
kamatar,कमतर
paradesava,परदेसवा
uthaale,उठाले
saradaar,सरदार
vishwaas,विश्वास
chhipane,छिपने
jalnaa,जलना
holi,होली
bhikhari,भिखारी
baazaar,बाज़ार
kaahe,खाए
bambaa,बम्बा
rakhata,रखता
pyaale,प्याले
darbadar,डरबदार
seeno,सीनों
nyaara,न्यारा
ladaki,लड़की
rijhaauungi,रिझाऊँगी
afalaatoon,अफ़लातून
raasataa,रास्ता
ramaaenge,रमाएंगे
khaalasa,खालसा
sama,समा
gharabaar,घरबार
soofi,सूफ़ी
aaina,आईना
arazu,अरज़ू
chaak,चाक
asraani,असरानी
talavaar,तलवार
fizaa,फ़िज़ाँ
darde,दर्द
golta,घोलता
hakiqat,हकीक़त
diladaaraa,दिलदारा
yoraph,योरप्
humaraz,हमराज़
dungaa,दूँगा
chuumen,चूमें
maam,माँ
turadi,टुरदी
ghairon,ग़ैरों
utarana,उतरना
khichti,खिचती
tadapaayengi,तड़पायेंगी
taara,तारा
chahta,चाहता
maidaan,मैदां
bhari,बहार
lungi,लूंगी
chaamunda,चामुण्डा
khankaa,खनका
anant,अनन्त
sahil,साहिल
hil,हिल
anjan,अंजान
uthtaa,उठता
lakeelaa,लकीला
musibaton,मुसीबतों
tedha,तेढ़ा
sulaae,सुलाए
paalak,पालक
tirachhi,तिरछि
ghota,गोता
chhalakaate,छलकाते
usape,उसपे
piriya,प्रिया
chhum,छुम
nazaroon,नज़रों
paradesiyaa,परदेसिया
nazarey,नज़ारे
anguuthi,अंगूठी
mayusi,मायूसी
lambaa,लम्बा
kunjabihaari,कुंजबिहारी
laayenge,लाएँगे
chodana,छोड़ना
muul,मूल
zagamag,जगमग
chhodungi,छोड़ूँगी
khabariyaa,खबरीया
hindustani,हिन्दुस्तानी
hawaaon,हवाओँ
iktiyaar,इख्तियार
varaj,वरज
chhaaoongi,छाऊँगी
chhodoongi,छोड़ूंगी
fanaa,फ़ना
tuma,तुम
labo,लब
praemee,प्रेमी
zehar,ज़हर
ghabaraayega,घबराएगा
ajib,अजीब
pretending,प्रिटेंडिंग
myaan,म्यान
manamohan,मनमोहन
paththar,पत्थर
chatokan,चटोकन
tujhako,तुझको
aakaashon,आकाशों
kuku,कुकू
sangraam,संग्राम
deevaari,दीवारी
galati,गलती
pachhataaye,पछताये
manaai,मनाई
kaafoor,काफ़ूर
rahi,रही
buddhi,बुद्धि
khanakaaenge,खनकाएंगे
manva,मनवा
gulakaari,गुलकारी
laayegaa,लाएगा
mehkaaye,महकाए
rangarejavaa,रंगरेजवा
kahuungi,कहूंगी
lage,लगी
nehaa,नेहा
pareshan,परेशां
kivaadon,किवाड़ों
haathon,हाठों
chaahake,चाहके
saanson,साँसों
girti,गिरती
ehsaanon,एहसानों
wahee,वही
puraje,पुरजे
purao,पुराओ
dikhaayenge,दिखाएँगे
jalkar,जलकर
tirchhi,तिरछी
gale,गली
tukada,टुकड़ा
majiraa,मजीरा
dilwali,दिलवाली
vedan,वेदन
rotaa,रोता
jaayunga,जाऊँगा
daraaz,दराज़
adhura,अधूरा
salim,सलीम
chunavaaegi,चुनवाएगी
rachaate,रचाते
pahachaanati,पहचानती
saahilon,साहिलों
min,मिन
chup,चुप
tuhtiyaan,तुहतियाँ
puucho,पूचो
jalti,जलती
muni,मुनि
nahin,नहिं
pakadte,पकड़ते
beparwah,बेपरवाह
satavati,सताती
waffa,वफ़ा
dulha,दुलहा
gira,गिर
paayenge,पाएंगे
anvar,अन्वर
behetar,बेहतर
rasabhari,रसभरी
gumm,गुम्म
bis,बीस
akaal,अकाल
gaah,गाह
behalaaye,बहलाए
dilipakumaaram,दिलीपकुमारम
shiqvaa,शिक़वा
paisa,पैसा
jalembu,जलेम्बू
dum,डुम
palana,पलना
dhaana,ढाना
mahazabin,महज़बीं
khuli,खुली
bedaari,बेदारी
laal,ला
manaayuun,मनाऊँ
sahar,सहर
hay,है
karti,करती
